Strategic Development Plan 2011-2030 (updated by the National Energy Seminar synthesis report)	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d9811505585b4f8ee13c3f2acf3cd0c8580331f2/f|;Annex|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/3001_annex%20EN.pdf|en
Decree no. 2012-1049 (creating the National Commission for the reduction of greenhouse gas emissions from deforestation and forest degradation)	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdndJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f7497278cc6e771f2197100571296fe0d834bfad/f|
Solar tax incentive	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZzBIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3cac29ff43ba93f4a47502ee2268604ba554b9f5/f|
2014-390 Act of 20 June 2014 guidance on sustainable development	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--df8078c40ea3edc42d0c90874e0268e9db83a38e/f|
Law n ° 2014-427 (Ivorian forestry code)	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXdHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--47b6cf8cf4f3837d24bfe32ddca8e6a806b11ffe/f|
Law No. 2015-537 (Agricultural Guidance of Cote d'Ivoire)	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTBHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b9a36f3903bda1fc8fa2af2cc0782492bcf36e63/f|
Law No. 2014-132 relating to the code of electricity	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXNHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0bf4af953ad498f67a4cf961d933301821561c72/f|
National Climate Change Program (PNCC)	CIV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBck1HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2808bd2960f722a1f9bbd56fb7bce27fa4e86998/f|
National Strategy for Fight against Climate Change 2015-2020	CIV	
Decree No. 2012-1050 creating the National Authority of the Mechanism for a Clean Development (AN-CDM)	CIV	CDM|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3dGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--67d846484a0ac58bb80a17c296c6864214250dde/f|
Decree 2012-988 establishing the National Platform for Risk Reduction and Disaster Management	CIV	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazBGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d1961d0303c2cfabb1bff1b8317c36a08f6296ae/f|
National disaster risk management strategy and Action plan	CIV	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazRGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c00b30cdfceed340b7d94fcb6fdc7b0859f282fd/f|
Capacity building for Disaster Risk Reduction in Cote d'Ivoire 2016-2020	CIV	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazhGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--709c3689786e60467f30a8d71ca9b0feb68a351f/f|
Decree No. 2016-862 on energy management	CIV	Decree No. 2016-862|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a1fa22b049fbe431f05840bd677f9bf3e81d8e3c/f|
Law No. 14/003 on Protection of the Nature	COD	
Law No. 14/011 (Electricity Sector)	COD	
Decree No. 09/40 establishment of management structure of implementing REDD process	COD	
Law No. 11/022 (Fundamental Agricultural Law)	COD	
Disaster Relief Organization Plan	COD	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGNGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a30ca8ce9a58b9d9b307b9e5c890d9f8dc030d78/f|
The Danish Climate Policy Plan	DNK	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb29JIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9e6203dff77ddc28920c3231a0dc83028d81c376/f|
Energy Agreement 2012-2020	DNK	
Act on the Energy Tax on Mineral Oil Products - Act 313/2011	DNK	
Carbon Dioxide Tax on Certain Energy Products - Act 321/2011	DNK	
Law on the Promotion of Renewable Energy - No. 1392/2008 (and Legislative Decree 1288/2016)	DNK	
Green Transport Policy Agreement	DNK	
Planning Act (No. 937 of 2009; consolidated No. 587 of 2013; no. 50/2018)	DNK	
The Forest Act No. 945	DNK	
Danish strategy for adaptation to a changing climate (2008) and the Action Plan for a climate-proof Denmark (2012)	DNK	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDRKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--27a2f29e480071c746d82c6c6e122f7480e48fae/f|
Environment protection Act, no. 1757 of 22 December 2006 (updated: No. 879 of 2010; no. 966/2017)	DNK	
Emergency Management Act	DNK	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcm9FIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eccb5d1b1bc2c22fde190974d4585afcb64bcb4c/f|
The Climate Act	DNK	Unofficial translation (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--986ba52e9615a9b07611410f3bd6287ac58e5570/Climate%20Act_Denmark%20-%20WEBTILG%C3%86NGELIG-A.pdf|en;Full Text |https://www.retsinformation.dk/eli/lta/2020/965|da
Heat Supply Act no 772/2000, amended by Act no 345/2005 and no 622/2010	DNK	Unofficial translation|https://www.energybrokers.co.uk/wp-content/uploads/2015/10/Danish_Heat_Law_2000EN1.pdf|en
Act 468/2009 on Sustainable Biofuels and the reduction of Greenhouse Gases, notably amended by Act 674/2011, Act 276/2012 and Act 51/2019	DNK	Full text of Act 468/2009 (link to PDF)|https://www.retsinformation.dk/Forms/R0710.aspx?id=137888|da;2019 announcement on amendments (link to PDF)|https://www.retsinformation.dk/Forms/R0710.aspx?id=212795|da;2016 Amendment (link to PDF)|https://www.retsinformation.dk/Forms/R0710.aspx?id=185842|da
Denmark’s Integrated National Energy and Climate Plan	DNK	Full text (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/dk_final_necp_main_en.pdf|en
Decree no. 2009-0218/PR/MERN (establishing the National Commission of Energy)	DJI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a2f9d9a01dbe102e0ff4b49424ec24fffbe4b6f9/f|
Decree no. 2012-257 / PRE on the creation and functioning of the Supervisory and Management Bodies of Geothermal Development Projects.	DJI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0lJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--501592f22ffaf64304ab719b36a38ddc2b5510cf/f|
Vision Djibouti 2035	DJI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3dIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--952a4c9f36d90541cbe46dd864b96934ab40814c/f|
Law No. 32/AN/13/ 7th L establishing the Djibouti Office of Geothermal Energy Development (ODDEG)	DJI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdW9HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9ec1a64a0499b72dd914b70a9ed887c285f98724/f|
Law no. 90-AN-15-7th L establishing the legislative framework relating to energy efficiency	DJI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWtHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6f4ed1aec5d6a6f47561c304a2fda226e398173c/f|
Order No. 99-0277 / PR / MATETA establishing the National Steering Committee on Climate Change	DJI	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFlGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--693a39dd27e68c1a7149a6ae35566f9bc3f02e51/f|
Decree No. 2006-0192/PR/MID setting up an institutional risk and disaster management framework	DJI	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbU1GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8800b091034783dbe0afe54f9aef64967a04ffea/f|
Law No. 140/AN/06/5th L on National Risk and Disaster Management Policy	DJI	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ff48100f0cf8b9f0440bb3f555cda9b3efa67794/f|
Low-Carbon Climate-Resilient Development Strategy 2012-2020	DMA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbU1KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--431d1c6882b03a427e95da993138770e509eaeeb/f|
Geothermal Resources Development Act, 2016	DMA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFlHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--74e9e97dfd68fc76b07a1bb697d655d8924f0f8b/f|
National Land Use Policy	DMA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFFHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5d98350a638db6412db491bf967096665fa1ddb/f|
National Climate Change Adaptation Policy	DMA	
Growth and Social Protection Strategy (2014-2018)	DMA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVlHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--19203864a432080c67302f1cbfa480c601c02f36/f|
The National Resilience Development Strategy - Dominica 2030	DMA	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5d22f7215cb8af777c75f55a0c28d2180921160a/national_resilience_development_strategy_2030.pdf|en
Climate Resilience Act, 2018	DMA	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzhOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c71152cb697e1c99d75659e1e438dd1e42f44341/climate_resilience_act_2018.pdf|en
Dominica Climate Resilience and Recovery Plan 2020-2030	DMA	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzROIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8e88c4d01d0027b6925f4aa58290dd160164d72f/CRRP-Final-042020.pdf|en
Law 1-12: National Development Strategy 2030	DOM	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbk1NIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3ca1fafba17297750b345f6e3a809c917e51f87b/ley-estrategia-nacional-de-desarrollo.pdf|es
National Strategy to Strengthen Human Resources and Skills to Advance Green, Low Emissions, and Climate Resilient Development	DOM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHNKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--40cf49eafe689ae99b4d7e9a5fe460fbfbe35dc1/f|es
Decree 601-08 Establishing the National Council on Climate Change and Clean Development Mechanism	DOM	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--343700b57f45f1516165c93388e9c6d71262435d/dec-no-601-08.pdf|es
Law 57-07 on Renewable Energy (supported by the 2008 Renewable Energy Regulating Decree No. 202-08)	DOM	Regulation decree (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbllNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e6fc855a98bae9f1f1a4a1a34f627cc9a59b44e9/REGLAMENTO-LEY-57-07.pdf|es;Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblVNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--48ba644621e961265f1577ade3f823fade6b81e8/Ley-57-07-sobre-Energia-Renovable.pdf|es
Law 125-01: General electricity law	DOM	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbklNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--be63b375fec314881c72c4ba19702264d06666d3/Ley-No.-125-01-General-de-Electricidad.pdf|es
Law 112-00: Law on hydrocarbons	DOM	regulation|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb0lLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--93417408deb735da6db17c698c27010a41a2fa6a/1167%20-%20regulation.pdf|es;full text|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1167.pdf|es
National Adaptation Strategy for the Agricultural Sector 2014-2020	DOM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3dGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6d3f9dcd727f33fd94a553934688752dc5c4f5bc/f|es
National Policy for Climate Change (Decree 269-15)	DOM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3NGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3a60e54f0e6cb7ff5f219a6de6294cad462dd269/f|es
Law No. 147 on Risk Management	DOM	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjBFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--18c5949772f9cce21999ee516bdc0f307bff84f7/f|es
Law No. 103 of incentive to import non-conventional energy vehicles	DOM	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcndFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8adbe64564e10e00df7d7bcc7fa4509d9cbdd831/f|es
Law 94-20 on Environmental Education and Communication	DOM	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--21bed9d15c08ee226b97a18209f0c7abf79cec73/471036283-Ley-94-20.pdf|es
Ministerial Accord No. 089 on Regulation for NAMAs	ECU	
National Plan for Well Living (2013-2017)	ECU	Full text - English summary|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjBJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fd50486767f78bb3011b53da727d3823c1d33e62/f|;fullt text (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1169.pdf|es;new plan|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb01LIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--85e3c6e16bf83f74cf006f1f16a0b00e762d0d62/1169%20-%20new%202017-2021%20plan.pdf|es
Ministerial Accord No. 33 on REDD	ECU	
Programme RENOVA (Executive Decree No. 676; Executive Decree No. 741)	ECU	full text a|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1171a.pdf|es;full text b|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1171b.pdf|es;full text c|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1171c.pdf|es;full text d|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1171d.pdf|es
Biodiesel mandate (Executive Decree No. 1303)	ECU	
Executive Decree No.004/11 on Feed-in Tariff for non-conventional renewable energy sources	ECU	
Executive Decree No. 495 on the creation of an Inter-Institutional Committee on Climate Change	ECU	
National Strategy on Climate Change 2012-2025 (Ministerial Accord No. 095)	ECU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZzRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--29a2ee0d3ad2f6e93342c340fdfd6a29e98a2497/f|
Organic Law on the Public Service of Electricity	ECU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGNJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--657edcaf4c7fa5bd84eeb9ba8aee03f0b20fbf31/f|
Organic Code on the Environment	ECU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGNKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--732f1c8b4179aaf6a6868256e1c488012ec6395f/f|
Executive Decree No. 1815	ECU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3f80881429386d136a238775c3f92828151ddfbf/f|
National Plan for energy efficiency 2016-2035	ECU	
Organic Law on energy efficiency	ECU	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUVLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cb27dedf9087ae0ed4bbefd44a456a556ac94f94/Ley-Eficiencia-Energetica-ecuador.pdf|es
National Climate Change Plan 2015-2018	ECU	Link to full text (pdf)|https://info.undp.org/docs/pdc/Documents/ECU/PLAN%20NACIONAL%20DE%20CAMBIO%20CLIM%C3%81TICO.pdf|es
The National Plan for Disaster Response	ECU	Link to full text (pdf)|https://www.gestionderiesgos.gob.ec/wp-content/uploads/downloads/2018/05/Plan-de-Respuesta-EC.pdf|es
National Energy Efficiency Action Plan (2012-2015)	EGY	
Egypt s National Strategy for Adaptation to Climate Change and Disaster Risk Management	EGY	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa01KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2ecf85c811060411c8b6b31798ef86894d8bcc6d/f|
New National Renewable Energy Strategy	EGY	
Law n. 87 - Electricity Law	EGY	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3NJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--da5ec5e0062a77065972edf1763657c6eac9c178/f|
Presidential Decree No 17/2015 amending Investment Law No 8/1997	EGY	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2tJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--60690011a9bd7ffd94c08c7c3e68e1c01b92c762/f|
Egypt Renewable Energy Law (Decree No 203/2014)	EGY	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0FJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9ddce30075335aa31b8f94d574abc7d0c2251b42/f|
Investment Law no 72/2017	EGY	Official translation (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2dNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--58146a2e964fd578a31f82d239e0efc1f66f2de8/Investment%20Law%20english%20egpt.pdf|en
The National Climate Change Strategy (NCCS)	SLV	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2f26c87f06bb665984408677752bfe926ad3cf0f/f|
National Environmental Policy	SLV	
Amendment to General Education Law (Legislative Decree No.714)	SLV	
Amendment to the Law of Superior Education (Decree No.715)	SLV	
2010-2024 National Energy Policy	SLV	
Fiscal Incentives for Increased Use of Renewable Energy within the Electricity Generation Law (Law No.462)	SLV	
Civil Protection, Disasters Prevention and Mitigation Law (Decree No. 777)	SLV	
Creation of the Advisory Group on Climate Change (Decree No. 31)	SLV	Full text (PDF) (Spanish)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckVGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--72cf3c3715de3305072e7cf3986621db3b46eb89/f|
Framework law for the use and promotion of bicycles	SLV	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0lOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--607e7b615cf1e2499e6358e615d825724b26ea90/AE801337-3652-46A4-A940-9A8615F9DB51.pdf|es
Law of Promotion and Incentives for the Import and Use of Electric and Hybrid Means of Transportation	SLV	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0VOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a80e54d277e153130d7497f0900283ca34712da3/DDC76C86-8899-48B8-87FA-0C0D60F16C4F.pdf|es
National Action Programme to Combat Deforestation and Land Degradation	GNQ	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0VGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f191200d007eb6c437a792a6a339cf90ef1b7d87/f|
Renewable Energy Sub-Sector Policy, MOME	ERI	
Five Year Indicative Development Plan (FYIDP)	ERI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFFJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ada6d81e548933b3a057588670e5f29469ece963/f|
National Environmental Strategy until 2030	EST	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb0VHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3f6c1623aed26c9c8e979145efe2470bfa5e16f0/f|
'Estonia 2020' National Reform Programme	EST	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaWtKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--042145edcf9495ae408fddee1c1734efafb6358a/f|
Climate Change Adaptation Plan 2030	EST	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDRGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ea1dd1a6b829b587eff1cdd167b091a543c8a40b/f|
Estonia’s 2030 National Energy and Climate Plan	EST	Original version|https://ec.europa.eu/energy/sites/ener/files/documents/ee_final_necp_main_ee.pdf|et;Full text (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/ee_final_necp_main_en.pdf|en
National Energy Policy	SWZ	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1FIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7384531b8f51cdf0fca2325b8653fa2c0ce0f022/f|
Swaziland Environment Action Plan	SWZ	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdElKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c2cfb42578ea5b7955fdbd042e9c0e4e66d05e05/f|
National Climate Change Strategy and Action Plan 2014	SWZ	
National Climate Change Policy 2015	SWZ	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamdHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--04bf094fa533385929e1f7b420af770cf3576d76/f|
Proclamation creating the Ministry of Environment and Forestry	ETH	
Climate-Resilient Green Economy (CRGE) Strategy	ETH	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHdKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ec0db503525caa8593b1f5b5e73081e82b11377b/f|
Ethiopian Programme of Adaptation to Climate Change (EPACC)	ETH	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdW9KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0ff0f11f032550e3a2a586cb2ce7305d1094d17d/f|
